customer_id,first_name,last_name,email,phone,address,city,state,postal_code,country,region,signup_date,customer_segment,marketing_opt_in
CUST000025,Heather,Roberts,jcervantes@example.org,215.545.1680x876,770 Joseph Curve Suite 771,Lake Chelseabury,VT,21259,United States,West,2022-05-07,Premium,True
CUST000026,Lance,Smith,hdavis@example.com,,3982 Joshua Turnpike,Morganhaven,KY,00837,United States,South,2025-04-05,Standard,True
CUST000027,Justin,Evans,cgrimes@example.net,855.288.6753x3963,766 Tyler Camp Apt. 895,Port Meganville,NC,60391,United States,South,2026-06-09,Enterprise,True
CUST000028,Alexis,Thomas,charlesharrington@example.com,696-515-8657x80913,1172 Berger Cape,Lauraport,MI,49632,United States,Midwest,2025-08-03,Enterprise,True
CUST000029,Ryan,Sanchez,yknight@example.org,(421)596-9379,474 Rachel Mountain Suite 821,Landryshire,ME,84247,United States,West,2021-03-02,Standard,False
CUST000030,Suzanne,Vaughn,mbruce@example.com,213.969.5944x0640,95339 Byrd Stravenue Apt. 104,Johnsonstad,VA,17725,United States,South,2023-01-14,Standard,True
CUST000031,Christopher,Phillips,ithompson@example.net,(488)542-4745x171,516 Joseph Crossing Suite 549,Carsonstad,CT,88953,United States,Northeast,2021-09-24,Enterprise,False
CUST000032,Jesus,Johnson,rose31@example.net,446.812.0047x113,8692 Pena Village Suite 964,Lake Mitchellmouth,NV,31448,United States,Midwest,2022-02-03,Enterprise,False
CUST000033,Melissa,Garcia,amy50@example.com,531-371-3900x532,335 Kristina Ranch,West Micheleberg,DC,71308,United States,Midwest,2023-04-04,Enterprise,False
CUST000034,John,Thompson,andersonmichael@example.org,001-350-324-0268,5891 Gordon Ridges Apt. 847,North Yolandafurt,NE,90429,United States,Midwest,2023-08-27,Premium,False
CUST000035,Daniel,Joseph,fjones@example.com,+1-621-924-9985x698,18367 Robert Views Suite 661,Ronaldview,MN,20507,United States,West,2022-01-11,Standard,True
CUST000036,Gloria,Wells,deckerchristopher@example.org,,1983 Diane Fork Apt. 585,Port Joshuabury,AS,56745,United States,Northeast,2026-01-02,Enterprise,True
CUST000037,Megan,Villegas,lynchdiane@example.net,302-444-5502x296,83667 Moore Inlet,Kimberlyshire,PA,11636,United States,Northeast,2021-08-09,Enterprise,True
CUST000038,Nicole,Moore,craigjoseph@example.net,(979)676-4381x56149,69003 Dougherty Trafficway,Port Jonathan,MD,16227,United States,Northeast,2023-10-24,Standard,True
CUST000039,Adrian,Burgess,davidpatel@example.org,885.816.0607x15969,60529 Collier Lake Apt. 613,Chapmanhaven,CO,52374,United States,West,2022-10-28,Enterprise,True
CUST000040,Monica,Reese,masonjackson@example.net,+1-418-483-5523x1243,77997 Lin Road,Edwardland,NJ,58462,United States,West,2023-01-25,Premium,False
CUST000041,Crystal,Hogan,bellcharles@example.com,200.954.1199x867,9782 Shannon Valleys,Toniland,NY,85190,United States,Northeast,2024-09-01,Premium,False
CUST000042,Gerald,Wright,hritter@example.net,+1-725-354-6659x051,4925 Brandi Divide Suite 462,West Angelicamouth,GU,17251,United States,Northeast,2021-11-02,Standard,False
CUST000043,Elizabeth,Calderon,lucasrodney@example.com,4544235733,1888 Ebony Wells,New Nicholas,GA,24204,United States,Northeast,2023-02-12,Standard,True
CUST000044,Marie,Wise,jenniferwilliams@example.com,+1-937-994-7383x47359,8862 Laurie Dam Suite 075,Lake Meghanville,LA,11494,United States,Midwest,2024-08-03,Standard,False
CUST000045,Kathryn,Nelson,mariahdavis@example.org,550.260.6853x615,52204 Horton Dam Suite 790,North Jonathanberg,OH,95821,United States,Northeast,2024-10-08,Enterprise,True
CUST000046,Chelsea,Henderson,john10@example.org,,96218 Jones Pine Apt. 670,Zavalaview,WA,02629,United States,Northeast,2021-10-17,Standard,True
CUST000047,Michael,Jones,jessicafuller@example.net,001-952-205-8527x7221,03054 Hays Plains Suite 403,Michaelton,VI,86449,United States,West,2022-10-27,Premium,True
CUST000048,Martin,Martinez,samuel67@example.com,627-775-8416x16928,54479 Jackson Mills,Sergiostad,RI,57509,United States,Northeast,2024-04-27,Premium,False
CUST000049,Joshua,Whitney,jonesdana@example.com,220.429.7021x35569,5719 Alyssa Locks Suite 431,Lake Jacobhaven,MS,74120,United States,West,2022-04-26,Standard,False
CUST000050,David,Hampton,nlewis@example.com,001-373-612-1727x155,25831 Laura Freeway Suite 058,Tannerside,DC,80710,United States,Northeast,2025-12-05,Enterprise,True
CUST000051,Nicole,Jones,ukey@example.com,466.491.2517x78528,018 Kevin Estates Suite 358,Meghanview,ID,83739,United States,Northeast,2021-06-05,Enterprise,False
CUST000052,Stephanie,Hill,christina18@example.net,(299)222-9959,94396 Tyler Road,Dawnport,NJ,32597,United States,Midwest,2021-06-26,Enterprise,True
CUST000053,Linda,Cohen,shawn02@example.com,(377)735-9255x56258,1473 Colin Highway,Linchester,IA,21433,United States,Northeast,2026-01-23,Standard,True
CUST000054,Lisa,Peck,james27@example.net,774.270.1687x339,7974 Melanie Meadows,West Jessica,WV,53356,United States,Midwest,2025-12-04,Enterprise,True
CUST000055,Michael,Morales,michaelroberts@example.com,478.549.9121x65585,000 Jennifer Unions Suite 872,West Sarah,MD,21800,United States,West,2025-12-19,Enterprise,False
CUST000056,Phillip,Jensen,brittney88@example.net,994.670.5516x9409,097 Alexandria Stravenue,Hernandezbury,AZ,75548,United States,Midwest,2023-09-04,Standard,False
CUST000057,Stacy,Rodriguez,alexanderrobert@example.com,001-936-889-7028x385,78585 Bishop Fields Apt. 484,West Kellie,VT,27669,United States,South,2024-11-21,Premium,True
CUST000058,Hannah,Burns,user name@example.com,258.644.1986x6524,7473 Maria Groves,Derrickshire,IA,32280,United States,Northeast,2021-08-16,Enterprise,True
CUST000059,Brent,Stein,danawilliams@example.com,271-320-8267x73454,026 Sarah Camp,Frenchburgh,WA,38442,United States,Midwest,2023-12-21,Standard,True
CUST000060,Nancy,Smith,hebertmatthew@example.com,,549 Gregory Walks,Wilcoxhaven,MD,11869,United States,Midwest,2024-09-23,Enterprise,False
CUST000061,Richard,Davis,thomasboyle@example.org,563-274-5499x045,4268 Vaughn Route,Michaelbury,IN,18008,United States,Northeast,2025-09-20,Premium,True
CUST000062,Timothy,Gibson,robert87@example.net,+1-533-491-8785x19108,8713 Davis Pass,Stokesmouth,DC,67773,United States,Midwest,2023-04-02,Standard,True
CUST000063,Robert,Elliott,tchambers@example.net,7643039106,70462 Katie Stream,Brooksfurt,NV,49980,United States,Midwest,2023-04-27,Premium,True
CUST000064,Nicholas,Vega,desireebailey@example.org,+1-868-823-0047,75243 Antonio Shore,Mendeztown,IA,27512,United States,Midwest,2026-05-25,Premium,False
CUST000065,Carlos,Wheeler,tharper@example.org,606.573.8302,953 Walter Shore Apt. 644,New Stacyburgh,SC,89466,United States,Northeast,2021-10-14,Enterprise,False
CUST000066,Ronald,Simpson,shelly68@example.com,001-466-924-6287x334,668 Paul Glens,West Deborah,NV,49138,United States,Northeast,2021-01-12,Premium,True
CUST000067,Christopher,Hardy,brettbennett@example.net,+1-501-539-8373x540,739 Randy Garden,Kimberlyfurt,NH,70447,United States,South,2022-05-18,Enterprise,False
CUST000068,Deborah,Parker,william77@example.org,001-875-635-5609x3204,53693 Pierce Spur,Jonathanfort,VA,84609,United States,West,2025-10-09,Standard,True
CUST000069,Jodi,Murray,gary87@example.org,+1-508-301-0062,38750 Hopkins Brook,New Andreatown,AK,69892,United States,Midwest,2025-08-23,Standard,False
CUST000070,Jennifer,Nichols,andre62@example.org,682-833-9845,6793 Kevin Views,Lake Victoriaton,CO,53621,United States,Midwest,2024-08-28,Standard,True
CUST000071,Nicholas,Tran,walshjacqueline@example.org,365.691.8033x9740,50392 Hickman Hills,New John,MP,51508,United States,Northeast,2024-01-17,Standard,True
CUST000072,Erica,Fernandez,icampos@example.net,001-818-750-1631x5999,477 Michael Lane,Lopezshire,TN,50317,United States,South,2025-10-06,Premium,True
CUST000073,Christopher,Montgomery,jennifermiller@example.org,(426)355-1104x7541,7888 Garcia Corners,Angelamouth,VI,50994,United States,Midwest,2022-05-20,Standard,False
CUST000074,Alexander,Gutierrez,hardyanita@example.org,001-982-462-2444,64647 Michael Gateway,Wheelerborough,NH,14522,United States,South,2024-07-03,Enterprise,True
CUST000075,Derek,Smith,ncook@example.com,775-669-2459x37526,356 Velasquez Lock Suite 193,Lake Katrina,AK,95818,United States,Northeast,2024-04-03,Standard,False
CUST000076,Steven,Erickson,ssalinas@example.org,(872)843-4266x17979,8911 Diane Knoll,Lake Cheyenne,OK,85046,United States,West,2023-12-23,Premium,True
CUST000077,Erica,Ross,tammy61@example.org,943-788-8993,9825 Timothy Hill Suite 112,Larrymouth,WY,27615,United States,Midwest,2024-05-22,Premium,False
CUST000078,Adriana,Bailey,kimheather@example.com,440-410-5123,673 Soto Ferry Suite 609,South Brittany,MS,01084,United States,South,2023-12-27,Enterprise,False
CUST000079,Janet,Harris,raylauren@example.net,(755)837-1478,155 Williamson Via Suite 991,West David,ME,15829,United States,South,2021-03-27,Standard,False
CUST000080,Isaac,Steele,ibarnes@example.net,(962)278-2827x4225,72368 Ortiz Overpass Suite 772,New Anthonybury,LA,04786,United States,South,2021-04-29,Standard,False
CUST000081,Joshua,Medina,kimberlycunningham@example.com,+1-281-991-4858,1340 Baker Wall,South Michelleville,WI,31557,United States,South,2024-09-17,Enterprise,True
CUST000082,Jason,Rojas,michelle96@example.org,+1-723-630-9584x982,481 Sydney Turnpike Suite 042,East Dustin,MD,32948,United States,Midwest,2023-03-03,Standard,False
CUST000083,Kathleen,Lowe,user name@example.com,929.946.6711x6845,017 Horn Underpass Suite 363,Adamsport,MA,72238,United States,Midwest,2024-02-06,Premium,True
CUST000084,Becky,Knight,rkramer@example.org,8175012770,424 Diamond Glen,West Elizabethburgh,AR,52450,United States,South,2026-04-21,Premium,True
CUST000085,Connie,Barber,rubendavis@example.org,2372129387,62713 Davis Valley Apt. 155,Derrickberg,SD,89254,United States,South,2025-04-25,Premium,False
CUST000086,Douglas,Moreno,bishopfrank@example.com,001-732-869-7311x2196,34138 Maxwell Spurs Apt. 438,Lake Peter,SD,07653,United States,South,2025-09-19,Standard,True
CUST000087,Kristen,Leon,troyrodriguez@example.com,+1-491-980-5526x9658,91043 Sandra Turnpike,Hunterhaven,WI,54952,United States,West,2022-06-25,Enterprise,False
CUST000088,Rodney,Morales,joshuacollins@example.net,528.256.9146,61799 Kyle Streets,North Alexander,DC,92447,United States,Northeast,2023-08-03,Premium,True
CUST000089,Alexander,Crawford,alexandra42@example.com,(641)305-6481,8507 Michael Glens Apt. 913,North Micheletown,IA,06527,United States,South,2024-12-15,Premium,False
CUST000090,Thomas,Reyes,haroldhorne@example.org,+1-763-353-6541,38061 Cline Trail,Markside,NH,01545,United States,West,2022-06-12,Enterprise,True
CUST000091,Miguel,Carter,jodi37@example.com,001-573-783-2060,0641 Alyssa Freeway,Vasquezton,FL,93778,United States,South,2021-10-18,Standard,False
CUST000092,Joshua,Williams,phyllismeyer@example.net,(871)491-8261x990,4565 Chavez Fort,East Derekshire,CT,20870,United States,Midwest,2022-04-03,Standard,True
CUST000093,Daniel,Cole,richard85@example.org,447.341.1249x035,6804 Wilkins Extensions,South Melissaside,WA,72606,United States,West,2026-03-15,Standard,False
CUST000094,John,Murray,davidbrown@example.org,(236)351-9941,721 Martinez Mountain,East Sandrachester,GU,95453,United States,Midwest,2024-04-07,Premium,False
CUST000095,Randall,Johnson,nthompson@example.org,947-220-9993x476,6263 Crystal Unions,South Kimberlystad,NJ,71872,United States,Northeast,2021-11-28,Premium,True
CUST000096,Kimberly,Cooper,paul20@example.com,+1-530-540-7859x321,039 Kelly Villages Apt. 239,Lindastad,PW,78038,United States,West,2021-06-06,Enterprise,True
CUST000097,Anthony,Haynes,annalopez@example.com,+1-542-270-1039,59325 Samantha Vista Suite 002,Port Daniel,NC,48327,United States,Northeast,2024-11-19,Standard,False
CUST000098,Susan,Brooks,vwillis@example.com,622-667-5289x53926,09690 Carrie Valleys,Lake Ariana,NM,18935,United States,South,2024-10-07,Enterprise,False
CUST000099,Mark,Miller,toni21@example.net,+1-957-804-3315x41006,7658 Garcia Neck,East Shannon,AS,04880,United States,West,2022-05-10,Enterprise,False
CUST000100,Kenneth,Flores,jonesgeorge@example.com,(818)415-9970,01533 Terry Stravenue Suite 443,North Philipside,MP,64850,United States,Midwest,2026-06-05,Premium,False
CUST000101,Eric,Ward,qmiller@example.net,+1-873-910-3241x714,418 Lopez Light Suite 270,Scottview,IN,35701,United States,South,2024-09-28,Standard,False
CUST000102,Anne,Hernandez,millermaurice@example.net,(393)880-6868x79374,989 David Throughway,Thompsonburgh,IL,25761,United States,South,2023-09-21,Enterprise,True
CUST000103,David,Henderson,oharris@example.org,+1-945-211-6868x548,62299 Sara Port Apt. 485,Bakerfort,OK,80318,United States,Midwest,2024-04-05,Enterprise,True
CUST000104,Thomas,Jackson,mthomas@example.net,001-660-665-3074x505,1324 Schroeder Islands Suite 691,South Jason,GU,53869,United States,Northeast,2024-07-12,Premium,False
CUST000105,Joyce,Malone,lori82@example.org,986-228-9023x3030,345 Wagner Roads Apt. 035,Wheelerburgh,VI,62705,United States,West,2021-07-13,Standard,False
CUST000106,Brenda,Bailey,marygreen@example.net,540-560-2933,680 Thomas Curve Apt. 903,Charleneport,VT,93479,United States,Northeast,2025-11-24,Premium,False
CUST000107,Dawn,Coleman,@missingusername.com,,171 Mcneil Route Suite 444,East Zachary,IA,07942,United States,South,2024-04-26,Premium,True
CUST000108,Linda,Lang,rguerrero@example.org,001-507-944-6660x9935,428 Kelly Mountains Apt. 482,Destinybury,MI,29773,United States,South,2024-09-16,Premium,True
CUST000109,Julie,Parker,nathan94@example.com,370-899-9173,0223 Ortiz Port Suite 252,South Marvinburgh,MD,83666,United States,West,2022-05-28,Premium,True
CUST000110,Brian,Hayes,kathleenjackson@example.org,512.796.6667x6008,8300 Jeremy Wells,Larryville,MS,66474,United States,Northeast,2024-05-09,Enterprise,True
CUST000111,Brianna,Jackson,evanskelly@example.net,598.456.2575x32603,098 David Station,South Nancyview,WI,70589,United States,West,2022-02-26,Premium,True
CUST000112,Cindy,Wheeler,stanleydesiree@example.org,4165761847,6184 Robert Cove,West Danielville,NM,26538,United States,West,2023-10-15,Standard,False
CUST000113,Chelsea,Strickland,michaelortiz@example.org,3873375300,18114 Stephen Hill Suite 701,Port Benjamin,LA,47715,United States,West,2023-05-15,Premium,False
CUST000114,Laurie,Edwards,daviskatherine@example.org,7227557941,66746 Marsh Run,North David,VA,08187,United States,West,2021-03-02,Enterprise,True
CUST000115,Tina,Richard,perrybrittany@example.net,+1-272-396-5902x77167,508 Tiffany Skyway Suite 889,South Dorothybury,NJ,45819,United States,South,2022-11-28,Enterprise,True
CUST000116,Elizabeth,Davidson,marygrant@example.net,7025877217,0838 Powell Freeway Apt. 779,Millerfort,NV,41927,United States,Northeast,2021-04-07,Standard,True
CUST000117,David,Jimenez,garciarobert@example.net,+1-901-799-4883,37589 Moran Lakes Suite 113,West Michaelport,OH,68918,United States,Midwest,2023-01-12,Standard,False
CUST000118,Nathaniel,Rodriguez,travisunderwood@example.net,001-361-849-3316x3735,917 Barrett Parkways,South Adam,WA,06867,United States,Midwest,2024-12-15,Enterprise,False
CUST000119,Angela,Reynolds,xglass@example.org,001-592-621-6995x866,4722 Morrison Summit Suite 858,East Jason,VT,38587,United States,Midwest,2026-02-26,Enterprise,True
CUST000120,Glenda,Morse,tinasantos@example.org,385.215.8799x68460,00342 Vega Drive Apt. 438,West Lisaville,RI,89043,United States,Midwest,2023-08-25,Standard,True
CUST000121,Jodi,Hancock,yyoung@example.net,506-766-5800x4397,347 Tonya Club,East Jill,DE,49941,United States,West,2024-05-17,Enterprise,True
CUST000122,Billy,Ramirez,david94@example.org,372-702-5909x47985,81826 Davis Forges,Lake Martin,MN,38980,United States,Midwest,2021-11-13,Enterprise,False
CUST000123,Jeffery,Goodwin,wbarajas@example.net,7158739930,4840 Robertson Pass,Tuckerport,MH,85898,United States,Northeast,2025-10-25,Standard,False
CUST000124,James,Palmer,jacksonstephanie@example.net,+1-801-333-6138,75011 Gregory Glen,New Lorraineview,MT,51361,United States,South,2021-08-03,Enterprise,False
CUST000125,Shannon,Sullivan,andre18@example.org,+1-691-990-1581x4491,0728 Derek Lock Suite 245,New Nancyberg,DE,05976,United States,West,2025-03-04,Standard,False
CUST000126,Adam,Carlson,torreskaitlin@example.net,(436)282-2239x431,814 John Flat Suite 552,North Justin,CA,25863,United States,West,2022-04-21,Premium,True
CUST000127,Louis,Hayes,heather29@example.net,(756)920-5336x452,5478 Gregory Rest Apt. 428,West Jessica,SC,10523,United States,South,2026-03-29,Enterprise,False
CUST000128,Jessica,Mcclain,hessbeth@example.net,808.548.8725,78816 Shaw Shore Apt. 928,South Erik,OK,74663,United States,South,2023-09-29,Standard,True
CUST000129,Donna,Faulkner,ccrosby@example.org,001-273-214-5303x85677,84498 Nicholas Lane Suite 918,Nicholasbury,NC,53695,United States,West,2023-01-28,Premium,False
CUST000130,Michael,Parrish,msparks@example.org,327.523.1843x22259,1777 Brittany Rue Suite 030,New Brittany,DC,83016,United States,West,2023-10-07,Standard,False
CUST000131,William,Macdonald,brianscott@example.org,869.490.4137x97723,842 Nielsen Ranch,East Nicholasberg,CT,02671,United States,South,2023-11-24,Premium,False
CUST000132,James,Heath,mserrano@example.org,(979)490-8811,686 Golden Square,Perezfort,WY,50470,United States,Midwest,2021-09-23,Standard,False
CUST000133,Michael,Ballard,colemanjonathan@example.org,349-286-4300,356 Rodriguez Meadow Suite 486,Cherylfurt,WV,27199,United States,Midwest,2025-01-19,Enterprise,False
CUST000134,Robert,Bowers,jwhite@example.net,844.795.6213x7213,60127 Davis Greens,West Christopher,AZ,95461,United States,Northeast,2021-10-17,Premium,True
CUST000135,Patrick,Joyce,jennifer90@example.org,+1-477-203-8430x9883,02146 Caldwell Lodge Apt. 801,New Justinside,PW,76907,United States,Midwest,2023-08-10,Enterprise,False
CUST000136,Michael,Richmond,jeremy37@example.com,001-604-726-8181,489 Benson Lane,Carrillomouth,WI,60643,United States,South,2024-08-14,Enterprise,False
CUST000137,Erin,Mosley,olsonjonathan@example.com,+1-833-756-5880x4341,275 Robinson Ports,Ianborough,NM,97115,United States,West,2023-04-22,Premium,False
CUST000138,James,Moss,jamie33@example.net,(721)911-7908x075,2846 Karen Crossroad Apt. 867,New Michaelburgh,NH,16277,United States,Midwest,2023-09-08,Standard,True
CUST000139,Helen,Stevens,smithjason@example.net,655-994-2843,2763 Haynes Landing Suite 647,New David,OK,90417,United States,West,2023-05-10,Enterprise,False
CUST000140,Jeremy,Garcia,linda86@example.com,722.970.2672,8906 Hannah Circle Apt. 471,Garnerview,MN,47727,United States,Midwest,2023-07-10,Standard,False
CUST000141,Ann,Frederick,maurice61@example.com,+1-893-699-8245x58771,225 Welch Ports Suite 112,Jeremymouth,SD,38689,United States,Northeast,2025-07-18,Standard,False
CUST000142,Jennifer,Jacobs,cnelson@example.com,001-498-876-2202x3413,17800 Warren Corner,West Christineland,SD,51598,United States,Northeast,2025-09-16,Premium,True
CUST000143,Kyle,Wright,scott22@example.net,(900)455-7784,979 Mills Route,Reginafort,ND,30271,United States,West,2021-11-15,Standard,False
CUST000144,Linda,Ramos,robert24@example.org,9826547807,4930 Lopez Points,Fosterburgh,VT,97116,United States,West,2023-11-25,Standard,True
CUST000145,Debbie,Clayton,josehenderson@example.org,994.648.4631x22417,50208 Jacob Cove Suite 427,East Christophertown,NM,28968,United States,West,2021-12-21,Standard,False
CUST000146,Matthew,Collins,dbolton@example.net,9514204618,6013 Wise Mills,Lake Virginia,ID,60903,United States,Northeast,2022-04-17,Standard,False
CUST000147,Jill,Davis,thomasmaldonado@example.com,520-888-1474x35031,24916 Albert Canyon Suite 925,East Ericland,TX,81588,United States,Midwest,2022-01-04,Enterprise,False
CUST000148,Matthew,Booker,browndeanna@example.net,+1-512-273-5857,2407 Hansen Plains Suite 392,Mariomouth,KY,78971,United States,Midwest,2025-06-12,Premium,False
CUST000149,Robin,Spencer,schmidtshannon@example.com,+1-757-508-6209,186 Alexandria Parks Apt. 945,Davidsonville,CT,69077,United States,South,2026-01-03,Premium,False
CUST000150,Donna,Williams,gregoryjohnson@example.org,531.309.6789x9405,71705 Short Underpass,Port Christinahaven,AZ,96747,United States,Northeast,2026-03-10,Enterprise,True
CUST000151,Chad,Torres,susandavis@example.net,886.333.8392,761 Laura Plaza Suite 852,Mahoneymouth,OH,43054,United States,Midwest,2026-04-28,Standard,False
CUST000152,Megan,Gutierrez,umckenzie@example.net,998.836.8457,049 Zachary Hollow,West Traceyborough,PR,41776,United States,Midwest,2023-01-16,Standard,True
CUST000153,Andrew,Short,samantha88@example.net,001-721-507-5224,4196 Jessica Stream,Lauraburgh,NM,90887,United States,West,2024-10-31,Enterprise,False
CUST000154,Jacqueline,Weiss,larsonkevin@example.net,001-561-205-5661,48058 Mark Square Apt. 206,Mullinsshire,NY,12308,United States,Midwest,2023-06-15,Enterprise,False
CUST000155,Jeffrey,Roberts,vhernandez@example.org,590.986.4168x6227,938 John Grove Suite 591,Lake Robertstad,MI,25468,United States,West,2021-08-10,Enterprise,True
CUST000156,Malik,Wheeler,carrillogary@example.com,+1-279-527-0335x211,0514 Ruiz Isle,Lake Amanda,IL,72121,United States,Midwest,2024-08-13,Standard,True
CUST000157,Alexandra,Green,jdean@example.net,001-606-298-0420x439,016 Alvarado Shoals Suite 104,Hallfurt,NY,93521,United States,South,2022-03-18,Standard,True
CUST000158,Cory,Stewart,lopezvincent@example.com,+1-400-238-4576,554 Wendy Parkway Suite 046,New Stacybury,FL,45299,United States,South,2026-01-23,Enterprise,False
CUST000159,Penny,Sandoval,blairabigail@example.net,+1-436-539-2649x578,832 Barker Pine,South Wendy,WI,19526,United States,West,2023-08-03,Enterprise,False
CUST000160,Diana,Cunningham,lonniegrant@example.net,925-620-5664,12209 Obrien Ridge,New Jesse,TX,03919,United States,West,2024-09-22,Standard,True
CUST000161,Michael,Watts,manderson@example.com,001-252-667-7223x306,33127 Watts Way Suite 366,New Jillfurt,VA,41513,United States,South,2026-02-19,Premium,True
CUST000162,Phillip,Crosby,meyershannon@example.org,588.660.8680,4472 Phillips Center Apt. 771,East Kimberlyside,DC,52021,United States,Northeast,2023-04-18,Enterprise,True
CUST000163,Robert,Hayes,shawnmosley@example.org,814.452.1117x518,602 Cunningham Shoals Apt. 222,South Kylemouth,LA,82611,United States,Midwest,2025-01-01,Enterprise,False
CUST000164,Henry,Roach,adamcannon@example.org,877.980.9733x977,903 Harvey Point,North Jack,AR,86127,United States,Midwest,2025-12-24,Premium,False
CUST000165,Michael,Thomas,estradamary@example.com,710-216-2249x99827,5561 Bridges Circles,Thomasville,UT,36469,United States,West,2023-12-18,Premium,False
CUST000166,Mark,Gutierrez,heathersalazar@example.org,001-681-779-4695,978 Vasquez Falls,Lake Kelly,ID,00708,United States,Northeast,2022-05-15,Premium,False
CUST000167,David,Marshall,mclaughlinjared@example.net,(760)255-8303x44144,556 Marilyn Fields,Marthafort,PW,62694,United States,South,2024-05-29,Enterprise,True
CUST000168,Laura,Brewer,dmoore@example.net,776-308-4958x80395,0568 Ashley Loaf,New Darryl,,99006,United States,South,2023-02-24,Premium,True
CUST000169,Kyle,Hodge,nelsonchristopher@example.org,(974)238-4215x031,235 Oconnor Pine Suite 521,East Jenny,NH,51302,United States,West,2025-05-18,Standard,False
CUST000170,Jennifer,Boyd,collinsbradley@example.net,657-501-8409,34485 Lambert Groves Apt. 241,New Anitaville,IL,71611,United States,Midwest,2025-05-30,Premium,False
